,feature,support,ranking,mean score,std score
87,D_81,False,61,0.7568755636783087,0.002219132681352004
88,D_82,False,221,0.7581782965482031,0.0012731022713655452
89,S_17,False,138,0.7581245734381288,0.001907316493172646
90,R_12,False,59,0.7568150795331102,0.0015769654520814285
91,B_28,False,157,0.7577593861470998,0.0013093939336824528
92,R_13,False,115,0.7567040535992204,0.0014839536010680704
93,D_83,False,81,0.7575409824643058,0.0016696171397034317
94,R_14,False,108,0.7568550477159288,0.0015326187394056974
95,R_15,False,124,0.7570785424305959,0.0014291441909536143
96,D_84,False,26,0.7571005918504345,0.003019328835286642
97,R_16,False,44,0.7567721148063224,0.0011655150648376916
98,B_29,False,254,0.7575200693870646,0.0014044805746622705
99,S_18,False,105,0.7569188110196757,0.0026824917725122607
100,D_86,False,144,0.7572874293843919,0.002206162734432907
101,D_87,False,342,0.7580324405804761,0.0013948413095898231
102,R_17,False,94,0.756537010402444,0.0014954784142558936
103,R_18,False,142,0.7570307346677836,0.0010142274717887029
104,D_88,False,325,0.7574056992375706,0.0013908932265311077
105,B_31,False,335,0.7567932110524621,0.0027254451578226863
106,S_19,False,118,0.7561430925692044,0.0010715472272330836
107,R_19,False,111,0.7576795259270432,0.0019188253514922221
108,B_32,False,164,0.7575116814182762,0.0020098431308417084
109,S_20,False,95,0.757671998819553,0.0010782300641719888
110,R_20,False,130,0.7575136749370914,0.001243248808568463
111,R_21,False,82,0.7577400325375048,0.0010802505292661052
112,B_33,False,14,0.7577670220926671,0.0018293217301812627
113,D_89,False,127,0.7578162668979771,0.0015922455598990203
114,R_22,False,79,0.756847583595762,0.0011823456452360996
115,R_23,False,99,0.7573023461562429,0.0006201221394339456
116,D_91,False,147,0.7574303130880615,0.0021901876334603355
117,D_92,False,123,0.7567784959769357,0.0013882434454822068
118,D_93,False,163,0.7570735686447785,0.0010251511962174832
119,D_94,False,126,0.7562946004584017,0.001064702661092819
120,R_24,False,93,0.7572365291727932,0.0010248561682778188
121,R_25,False,110,0.7570252518780742,0.0011369708535137772
122,D_96,False,131,0.7572695646929476,0.001761129840810309
123,S_22,False,7,0.7568126269329943,0.0007954021393217441
124,S_23,True,1,0.7570804210704412,0.0016322766437190817
125,S_24,True,1,0.7571276084974767,0.0008709516123347182
126,S_25,True,1,0.7572442664678274,0.0023301071525051176
127,S_26,False,73,0.7570548473426933,0.001640917245484356
128,D_102,False,155,0.7565094985038069,0.000824675508408001
129,D_103,False,137,0.7576664217498688,0.0017625507489605686
130,D_104,False,86,0.7581510629588825,0.0021734233456240336
131,D_105,False,204,0.7578094660640402,0.001507860062454189
132,D_106,False,218,0.7570655354849265,0.0018294945842600606
133,D_107,False,120,0.7571885939394427,0.001456006925130108
134,B_36,False,42,0.7576151563903678,0.0011831857145247358
135,B_37,True,1,0.7565034341862535,0.0018948168529041656
136,R_26,False,225,0.7565076601468618,0.0016619185125345813
