,feature,support,ranking,mean score,std score
181,B_38_2.0,True,1,0.7784417807766263,0.002065945549937467
188,D_114_1.0,True,1,0.7781694487610513,0.0012344290965902933
252,S_7_13_periods_max,True,1,0.7775258509999835,0.001825481102591577
124,S_23,True,1,0.7772745770861782,0.0016210695517006385
253,B_12_13_periods_logsum,True,1,0.777335086133971,0.002161099682086804
255,D_56_13_periods_sum,True,1,0.777090445996237,0.0017544685914180627
346,R_27_13_periods_sum,True,1,0.7769111469617394,0.0015714866108037292
352,D_112_1_periods_logfirst,True,1,0.7765037410510504,0.0019453628448724944
355,D_113_13_periods_logmax,True,1,0.7770735439607719,0.0026058009032293166
357,D_118_13_periods_sum,True,1,0.7766560110149509,0.0017140852412500412
359,D_121_13_periods_sum,True,1,0.7763944816601851,0.0018042175696730942
361,D_123_13_periods_logmax,True,1,0.7762488528966252,0.00191957432594053
365,D_128_13_periods_min,True,1,0.7768210814064814,0.0031905041962353945
366,D_129_13_periods_sum,True,1,0.776817342806105,0.0031916885782488314
367,B_41_6_periods_logmax,True,1,0.7769096560339654,0.003347351181025471
371,D_132_13_periods_std,True,1,0.7768764816532965,0.00325433746504937
344,B_36_6_periods_mean,True,1,0.7776831374427746,0.002261726149464072
372,D_133_13_periods_logmax,True,1,0.7768716334720438,0.0032464817978831466
381,D_141_13_periods_logmax,True,1,0.7769403676969313,0.003330905653362358
385,D_145_13_periods_logmax,True,1,0.7769403676969313,0.003330905653362358
389,B_38_2.0_13_periods_mean,True,1,0.7769403676969313,0.003330905653362358
391,B_38_4.0_13_periods_std,True,1,0.7769403676969313,0.003330905653362358
392,B_38_5.0_13_periods_std,True,1,0.7769403676969313,0.003330905653362358
400,D_117_1.0_13_periods_max,True,1,0.7761149003796652,0.00354786716040801
401,D_117_2.0_13_periods_max,True,1,0.7761149003796652,0.00354786716040801
404,D_117_5.0_13_periods_max,True,1,0.7759281196325589,0.003607801096623818
407,D_120_1.0_13_periods_max,True,1,0.7759281196325589,0.003607801096623818
408,D_126_-1.0_13_periods_last-first,True,1,0.7759281196325589,0.003607801096623818
376,D_136_13_periods_std,True,1,0.7769403676969313,0.003330905653362358
338,D_102_13_periods_logmax,True,1,0.7768700777371783,0.0014671716287370006
337,S_26_13_periods_logsum,True,1,0.7768975485807661,0.0016636848497281643
336,S_25_13_periods_std,True,1,0.7764311970115035,0.002070505854101524
258,S_9_13_periods_logmean,True,1,0.7770738432679676,0.0011882033996751548
259,B_14_6_periods_min,True,1,0.7777392869562666,0.0024050917317717854
260,D_59_3_periods_mean,True,1,0.7771461076401036,0.002103605382205939
261,D_60_6_periods_logmin,True,1,0.7773937284142338,0.0023575037700895546
262,D_61_6_periods_mean,True,1,0.7774152221098096,0.0011762995392493422
264,S_11_13_periods_min,True,1,0.7771243624592703,0.001590557098445166
265,D_62_13_periods_mean,True,1,0.7780307906330077,0.0022154302570000996
266,D_65_6_periods_logmax,True,1,0.7765714831961685,0.0012101366317018051
268,B_19_3_periods_logmean,True,1,0.7777027867266567,0.0011412846706157173
269,B_20_3_periods_logmean,True,1,0.7778872442732885,0.0019284288622602459
270,S_12_13_periods_min,True,1,0.7773451282404011,0.00219589613409024
271,R_6_13_periods_logmax,True,1,0.7774553119990114,0.001405395746296054
276,D_70_13_periods_logmean,True,1,0.7767727149576615,0.0010725614109379736
278,D_72_13_periods_logmax,True,1,0.7767413944039262,0.0015756321075760889
279,S_15_13_periods_max,True,1,0.777912945418036,0.0008318484365215744
280,B_23_3_periods_logmean,True,1,0.7762880975616984,0.0013503346099835794
289,B_26_3_periods_logmax,True,1,0.7772312014534916,0.0024564819824261877
294,S_16_13_periods_logmean,True,1,0.7775299318132336,0.001843091267607291
297,R_11_13_periods_mean,True,1,0.7772059061033351,0.00083209823139289
309,B_29_13_periods_loglast/first,True,1,0.7764389314563672,0.0026060321785616393
322,B_33_3_periods_sum,True,1,0.7772479079828951,0.0017697566867632653
334,S_23_3_periods_median,True,1,0.7769587297221476,0.0010622341920756774
335,S_24_3_periods_max,True,1,0.7765091766276168,0.001660530283380109
254,S_8_6_periods_min,True,1,0.7783874682355275,0.0015333121823491514
105,B_31,True,1,0.7774047045577899,0.0017982836627537604
214,D_66_1.0,True,1,0.7775659882386607,0.0017114274888390543
33,D_54,True,1,0.7667528147886137,0.00296842780662851
64,D_71,True,1,0.7747420118377655,0.0017280327279106866
63,D_70,True,1,0.7744730107124449,0.0016185176485703876
62,B_22,True,1,0.773097815463627,0.0015282000618266165
17,D_48,True,1,0.7549854141544623,0.0009717177399534515
60,B_21,True,1,0.7735944055641082,0.0016007753811089942
16,D_47,True,1,0.7550895232675028,0.002143334029497807
85,R_11,True,1,0.7759733915195245,0.001587387850231586
66,S_15,True,1,0.7742759004927325,0.0013192889948829237
15,D_46,True,1,0.7531015998256338,0.0022390711770126
59,S_13,True,1,0.7734526339162758,0.0014859852883496673
57,S_12,True,1,0.7729500281059063,0.0017167976716811046
56,B_20,True,1,0.7722633049519427,0.001623146758300515
54,B_18,True,1,0.7728319553893219,0.0015562080087420929
53,B_17,True,1,0.772394066743887,0.001056215359031429
91,B_28,True,1,0.7762087659179414,0.002159871016032505
52,B_16,True,1,0.7725445018933604,0.0018967429053780782
14,R_2,True,1,0.7510583204923513,0.0026160879364503275
67,B_23,True,1,0.773936989196148,0.0031513722811342404
31,B_11,True,1,0.7665781095048838,0.0027630551693530324
18,D_49,True,1,0.755965254410383,0.0020658088241975897
28,B_10,True,1,0.7648594204467374,0.0021762948616061346
27,P_3,True,1,0.7640101337798768,0.002993421625910835
26,D_52,True,1,0.7634177682674882,0.0022237050739893896
25,R_3,True,1,0.7620607095009367,0.002488281370570585
24,B_9,True,1,0.7610999824531606,0.0011391218340219358
29,D_53,True,1,0.7654277276770025,0.0024535108383680814
30,S_5,True,1,0.7653384913618563,0.002208647839111057
77,B_26,True,1,0.7748056741420417,0.0022374701262537528
23,D_51,True,1,0.7604246270930406,0.0017946153243419628
22,D_50,True,1,0.7597169048220312,0.0009358597354460242
74,R_7,True,1,0.7745601009259446,0.0027977488265878946
73,B_24,True,1,0.775189029912261,0.0020038650777504463
20,B_7,True,1,0.7559224738188334,0.0006567902185038748
81,R_9,True,1,0.7755664891683506,0.0009194775588113801
72,D_76,True,1,0.7736098103388095,0.0015528181924822854
19,B_6,True,1,0.7565883773731379,0.0014598748255840197
71,D_75,True,1,0.7750177229370734,0.0016645485355650943
50,D_62,True,1,0.7712586771026856,0.0022679271237204253
12,D_45,True,1,0.7468730271708246,0.002816253372324812
13,B_5,True,1,0.7484865358219874,0.0027773441462843646
48,B_15,True,1,0.7703973331201923,0.0005648968759680291
1,D_39,True,1,0.6885550296388243,0.0007846671967332515
2,B_1,True,1,0.6993389745320113,0.0018176707011800164
34,R_4,True,1,0.7670503461037823,0.0016390774376219461
3,B_2,True,1,0.7096257492981999,0.0013241589453140115
35,S_7,True,1,0.7676696845253568,0.0020119205368710805
4,R_1,True,1,0.7129443978984575,0.0040303622375525575
5,S_3,True,1,0.7188508926960678,0.00025994769759910946
37,S_8,True,1,0.7689929424875817,0.0025551700815463797
